Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,Temp9am,Humidity9am,Cloud9am,WindDir9am,WindSpeed9am,Pressure9am,Temp3pm,Humidity3pm,Cloud3pm,WindDir3pm,WindSpeed3pm,Pressure3pm,RainToday,RainTomorrow
2024-05-15,13.0,,0.0,2.4,8.7,WNW,20.0,16.6,84.0,6,WNW,17,1029.4,20.0,67.0,1,E,11,1025.8,No,No
2024-05-16,12.4,22.6,,3.0,4.9,W,22.0,15.1,84.0,7,WNW,17,1029.7,22.0,61.0,6,E,6,1026.8,No,No
2024-05-17,13.1,23.7,,3.0,9.1,W,22.0,16.1,92.0,1,WNW,17,1025.3,23.2,51.0,1,NNW,4,1020.2,No,Yes
2024-05-18,12.7,15.9,0.6,2.8,4.4,SSW,69.0,13.7,62.0,6,SW,24,1022.9,13.8,72.0,5,SW,31,1022.3,Yes,Yes
2024-05-19,8.7,20.0,4.4,3.8,9.0,W,41.0,11.8,59.0,2,W,28,1022.5,19.3,35.0,1,WSW,17,1019.5,Yes,No
2024-05-20,8.7,18.5,0.0,3.4,5.2,SSW,43.0,13.9,56.0,5,WNW,26,1022.7,16.9,64.0,7,SSW,26,1022.1,No,Yes
2024-05-21,11.5,18.7,0.8,1.6,7.3,SSW,48.0,15.0,73.0,7,W,17,1027.2,18.0,63.0,4,S,26,1025.5,Yes,Yes
2024-05-22,9.2,20.7,0.2,2.2,9.1,W,30.0,13.6,71.0,1,WNW,22,1027.2,18.9,44.0,1,SSE,11,1024.0,Yes,No
2024-05-23,8.9,21.3,0.0,3.6,9.4,W,35.0,13.2,70.0,1,W,22,1027.4,20.8,43.0,4,NW,4,1025.2,No,No
2024-05-24,9.5,21.9,0.0,2.2,8.6,W,28.0,13.7,76.0,3,W,19,1027.6,20.7,54.0,7,SE,11,1025.4,No,No
2024-05-25,10.9,19.0,0.0,3.2,2.9,WNW,26.0,13.2,84.0,7,W,17,1028.6,17.6,70.0,7,WNW,7,1025.6,No,No
2024-05-26,11.1,22.1,0.0,0.2,9.4,W,24.0,13.7,86.0,1,W,15,1025.9,20.5,59.0,1,ESE,13,1022.7,No,No
2024-05-27,10.2,21.3,0.0,3.0,9.5,W,30.0,13.8,76.0,1,W,24,1025.4,19.6,51.0,1,S,13,1024.1,No,No
2024-05-28,9.7,22.4,0.0,2.4,9.1,WNW,26.0,12.7,82.0,0,W,20,1028.8,20.7,58.0,0,E,13,1026.0,No,No
2024-05-29,9.4,21.3,0.0,1.4,9.3,WNW,22.0,13.1,87.0,0,WNW,15,1029.5,20.2,68.0,0,ENE,15,1025.4,No,No
2024-05-30,10.8,24.2,0.0,2.6,8.3,NNW,31.0,14.2,90.0,1,WNW,13,1026.7,23.0,48.0,7,NNE,11,1021.9,No,No
2024-05-31,14.2,20.8,0.0,4.4,0.0,NNW,43.0,19.7,60.0,7,N,19,1017.6,20.4,65.0,7,N,26,1014.5,No,No
